Application,ProcessID,SwapChainAddress,PresentRuntime,SyncInterval,PresentFlags,AllowsTearing,PresentMode,CPUStartTime,FrameTime,CPUBusy,CPUWait,GPULatency,GPUTime,GPUBusy,GPUWait,DisplayLatency,DisplayedTime,AnimationError,AnimationTime,MsFlipDelay,AllInputToPhotonLatency,ClickToPhotonLatency
elpian_ui_example.exe,2372,0x1F5231A5900,DXGI,0,0,0,Composed: Copy with GPU GDI,8437.7541,27.9622,27.9056,0.0566,2.6542,27.5922,2.5349,25.0573,50.3900,49.9326,3.5444,8437.7541,NA,NA,NA
elpian_ui_example.exe,2372,0x1F5231A5900,DXGI,0,0,0,Composed: Copy with GPU GDI,8465.7163,44.3212,44.2225,0.0987,2.2883,44.5141,2.5804,41.9337,72.3604,33.3959,-21.9704,8465.7163,NA,NA,NA
elpian_ui_example.exe,2372,0x1F5231A5900,DXGI,0,0,0,Composed: Copy with GPU GDI,8510.0375,29.9638,29.8800,0.0838,2.4858,29.7724,2.4783,27.2941,61.4351,50.0031,10.9253,8510.0375,NA,NA,NA
elpian_ui_example.exe,2372,0x1F5231A5900,DXGI,0,0,0,Composed: Copy with GPU GDI,8540.0013,46.8589,46.7864,0.0725,2.2989,46.8991,2.5899,44.3092,81.4744,33.3311,-20.0393,8540.0013,NA,NA,NA
elpian_ui_example.exe,2372,0x1F5231A5900,DXGI,0,0,0,Composed: Copy with GPU GDI,8586.8602,46.2239,46.1641,0.0598,2.3430,46.2040,2.5814,43.6226,67.9466,33.3328,13.5278,8586.8602,NA,NA,NA
elpian_ui_example.exe,2372,0x1F5231A5900,DXGI,0,0,0,Composed: Copy with GPU GDI,8633.0841,32.3737,32.2844,0.0893,2.3276,32.5413,2.5655,29.9758,55.0555,66.6396,12.8911,8633.0841,NA,NA,NA
elpian_ui_example.exe,2372,0x1F5231A5900,DXGI,0,0,0,Composed: Copy with GPU GDI,8665.4578,56.4214,56.3123,0.1091,2.4996,56.2528,2.6947,53.5581,89.3214,33.2833,-34.2659,8665.4578,NA,NA,NA
elpian_ui_example.exe,2372,0x1F5231A5900,DXGI,0,0,0,Composed: Copy with GPU GDI,8721.8792,42.8633,42.8079,0.0554,2.3409,42.7948,2.5242,40.2706,66.1833,33.4046,23.1381,8721.8792,NA,NA,NA
elpian_ui_example.exe,2372,0x1F5231A5900,DXGI,0,0,0,Composed: Copy with GPU GDI,8764.7425,29.0642,28.9824,0.0818,2.2769,29.3167,2.6558,26.6609,56.7246,33.3285,9.4587,8764.7425,NA,NA,NA
elpian_ui_example.exe,2372,0x1F5231A5900,DXGI,0,0,0,Composed: Copy with GPU GDI,8793.8067,40.0200,39.9378,0.0822,2.5343,39.8973,2.6015,37.2958,60.9889,33.3286,-4.2643,8793.8067,NA,NA,NA
elpian_ui_example.exe,2372,0x1F5231A5900,DXGI,0,0,0,Composed: Copy with GPU GDI,8833.8267,34.9610,34.8886,0.0724,2.4161,34.8539,2.5715,32.2824,54.2975,33.3031,6.6914,8833.8267,NA,NA,NA
elpian_ui_example.exe,2372,0x1F5231A5900,DXGI,0,0,0,Composed: Copy with GPU GDI,8868.7877,30.4449,30.3459,0.0990,2.3137,30.6215,2.5903,28.0312,52.6396,49.9621,1.6579,8868.7877,NA,NA,NA
elpian_ui_example.exe,2372,0x1F5231A5900,DXGI,0,0,0,Composed: Copy with GPU GDI,8899.2326,45.7670,45.6615,0.1055,2.4948,45.7241,2.5833,43.1408,72.1568,33.4012,-19.5172,8899.2326,NA,NA,NA
elpian_ui_example.exe,2372,0x1F5231A5900,DXGI,0,0,0,Composed: Copy with GPU GDI,8944.9996,32.7674,32.6974,0.0700,2.4565,32.5910,2.5455,30.0455,59.7910,49.9975,12.3658,8944.9996,NA,NA,NA
elpian_ui_example.exe,2372,0x1F5231A5900,DXGI,0,0,0,Composed: Copy with GPU GDI,8977.7670,45.5435,45.4608,0.0827,2.2845,45.5745,2.4383,43.1362,77.0211,66.6661,-17.2301,8977.7670,NA,NA,NA
elpian_ui_example.exe,2372,0x1F5231A5900,DXGI,0,0,0,Composed: Copy with GPU GDI,9023.3105,66.5350,66.3356,0.1994,2.3193,66.1203,2.5860,63.5343,98.1437,33.3189,-21.1226,9023.3105,NA,NA,NA
elpian_ui_example.exe,2372,0x1F5231A5900,DXGI,0,0,0,Composed: Copy with GPU GDI,9089.8455,39.1601,39.0792,0.0809,1.9340,39.4742,2.6161,36.8581,64.9276,16.6794,33.2161,9089.8455,NA,NA,NA
elpian_ui_example.exe,2372,0x1F5231A5900,DXGI,0,0,0,Composed: Copy with GPU GDI,9129.0056,29.5349,29.4439,0.0910,2.2560,29.7023,2.5897,27.1126,42.4469,33.3454,22.4807,9129.0056,NA,NA,NA
elpian_ui_example.exe,2372,0x1F5231A5900,DXGI,0,0,0,Composed: Copy with GPU GDI,9158.5405,38.7625,38.6872,0.0753,2.4278,38.7247,2.5935,36.1312,46.2574,49.9745,-3.8105,9158.5405,NA,NA,NA
