Application,ProcessID,SwapChainAddress,PresentRuntime,SyncInterval,PresentFlags,AllowsTearing,PresentMode,CPUStartTime,FrameTime,CPUBusy,CPUWait,GPULatency,GPUTime,GPUBusy,GPUWait,DisplayLatency,DisplayedTime,AnimationError,AnimationTime,MsFlipDelay,AllInputToPhotonLatency,ClickToPhotonLatency
chrome.exe,20796,0x2E228E5B1E0,DXGI,0,0,0,Composed: Flip,1268.6745,18.9427,18.8092,0.1335,0.4380,18.9317,0.2723,18.6594,47.4236,100.0746,18.4783,1268.6745,NA,NA,NA
chrome.exe,20796,0x2E228E5B1E0,DXGI,0,0,0,Composed: Flip,1287.6172,94.8679,94.7731,0.0948,0.4508,95.2465,0.8358,94.4107,NA,NA,NA,NA,NA,NA,NA
chrome.exe,20796,0x2E228E5B1E0,DXGI,0,0,0,Composed: Flip,1382.4851,2.3343,2.2664,0.0679,2.7228,0.3984,0.3959,0.0025,33.6876,16.6520,13.7360,1382.4851,NA,NA,NA
chrome.exe,20796,0x2E228E5B1E0,DXGI,0,0,0,Composed: Flip,1384.8194,15.4451,15.3499,0.0952,15.4889,0.2625,0.2591,0.0034,48.0053,16.6963,-14.3177,1384.8194,NA,NA,NA
chrome.exe,20796,0x2E228E5B1E0,DXGI,0,0,0,Composed: Flip,1400.2645,16.6248,16.5339,0.0909,16.6939,0.1716,0.1683,0.0033,49.2565,16.6648,-1.2512,1400.2645,NA,NA,NA
chrome.exe,20796,0x2E228E5B1E0,DXGI,0,0,0,Composed: Flip,1416.8893,17.3132,17.1168,0.1964,17.6128,0.4375,0.3646,0.0729,49.2965,16.6895,-0.0400,1416.8893,NA,NA,NA
chrome.exe,20796,0x2E228E5B1E0,DXGI,0,0,0,Composed: Flip,1434.2025,17.9551,17.7488,0.2063,18.1968,0.4946,0.4735,0.0211,48.6728,16.6402,0.6237,1434.2025,NA,NA,NA
chrome.exe,20796,0x2E228E5B1E0,DXGI,0,0,0,Composed: Flip,1452.1576,16.0841,15.8883,0.1958,16.3462,0.9617,0.5630,0.3987,47.3579,16.6639,1.3149,1452.1576,NA,NA,NA
chrome.exe,20796,0x2E228E5B1E0,DXGI,0,0,0,Composed: Flip,1468.2417,16.7802,16.5874,0.1928,1.3348,16.6945,0.6286,16.0659,47.9377,16.6395,-0.5798,1468.2417,NA,NA,NA
chrome.exe,20796,0x2E228E5B1E0,DXGI,0,0,0,Composed: Flip,1485.0219,16.9349,16.7416,0.1933,1.3674,16.0125,0.6207,15.3918,47.7970,16.6841,0.1407,1485.0219,NA,NA,NA
chrome.exe,20796,0x2E228E5B1E0,DXGI,0,0,0,Composed: Flip,1501.9568,16.2862,16.0848,0.2014,16.4181,1.0728,0.6564,0.4164,47.5462,16.6421,0.2508,1501.9568,NA,NA,NA
chrome.exe,20796,0x2E228E5B1E0,DXGI,0,0,0,Composed: Flip,1518.2430,16.6231,16.4238,0.1993,16.8847,0.5434,0.5313,0.0121,47.9021,16.7081,-0.3559,1518.2430,NA,NA,NA
chrome.exe,20796,0x2E228E5B1E0,DXGI,0,0,0,Composed: Flip,1534.8661,17.1141,16.9119,0.2022,17.3650,0.5008,0.4389,0.0619,47.9871,16.6577,-0.0850,1534.8661,NA,NA,NA
chrome.exe,20796,0x2E228E5B1E0,DXGI,0,0,0,Composed: Flip,1551.9802,15.5662,15.3734,0.1928,15.6987,0.5888,0.5427,0.0461,47.5307,16.6775,0.4564,1551.9802,NA,NA,NA
chrome.exe,20796,0x2E228E5B1E0,DXGI,0,0,0,Composed: Flip,1567.5464,16.6981,16.5025,0.1956,16.8147,0.9043,0.6698,0.2345,48.6420,16.6463,-1.1113,1567.5464,NA,NA,NA
chrome.exe,20796,0x2E228E5B1E0,DXGI,0,0,0,Composed: Flip,1584.2445,16.2959,16.1118,0.1841,16.4221,0.4295,0.3063,0.1232,48.5902,16.6531,0.0518,1584.2445,NA,NA,NA
chrome.exe,20796,0x2E228E5B1E0,DXGI,0,0,0,Composed: Flip,1600.5404,16.6994,16.5098,0.1896,0.6572,16.5918,0.5911,16.0007,48.9474,16.6955,-0.3572,1600.5404,NA,NA,NA
chrome.exe,20796,0x2E228E5B1E0,DXGI,0,0,0,Composed: Flip,1617.2398,16.5852,16.4061,0.1791,0.6537,16.5039,0.7021,15.8018,48.9435,16.6630,0.0039,1617.2398,NA,NA,NA
chrome.exe,20796,0x2E228E5B1E0,DXGI,0,0,0,Composed: Flip,1633.8250,16.8141,16.6337,0.1804,18.3294,0.5938,0.4707,0.1231,49.0213,3649.9069,-0.0778,1633.8250,NA,NA,NA
